data_id;temp_1;temp_2;temp_3;pres_1;pres_2;motor_pos;system_status;sensor_time;reserved;reserved
55;0;0;0;34;99;-1;3;700086;0;0
56;0;0;0;48;105;-1;3;700088;0;0
57;0;0;0;46;104;-1;3;700090;0;0
58;0;0;0;44;121;-1;3;700092;0;0
59;0;0;0;47;105;-1;3;700094;0;0
60;0;0;0;37;125;-1;3;700096;0;0
61;0;0;0;34;103;-1;3;700098;0;0
62;0;0;0;40;107;-1;3;700100;0;0
63;0;0;0;27;99;-1;3;700102;0;0
64;0;0;0;41;108;-1;3;700104;0;0
65;0;0;0;38;108;-1;3;700106;0;0
66;0;0;0;44;120;-1;3;700108;0;0
67;0;0;0;40;102;-1;3;700110;0;0
68;0;0;0;37;111;-1;3;700112;0;0
69;0;0;0;31;109;-1;3;700114;0;0
70;0;0;0;54;104;-1;3;700116;0;0
71;0;0;0;29;114;-1;3;700118;0;0
72;0;0;0;36;108;-1;3;700120;0;0
73;0;0;0;36;99;-1;3;700122;0;0
74;0;0;0;37;102;-1;3;700124;0;0
75;0;0;0;36;94;-1;3;700126;0;0
76;0;0;0;45;121;-1;3;700128;0;0
77;0;0;0;31;107;-1;3;700130;0;0
78;0;0;0;36;100;-1;3;700132;0;0
79;0;0;0;28;102;-1;3;700134;0;0
80;0;0;0;30;115;-1;3;700136;0;0
81;0;0;0;41;118;-1;3;700138;0;0
82;0;0;0;41;115;-1;3;700140;0;0
83;0;0;0;30;115;-1;3;700142;0;0
84;0;0;0;35;112;-1;3;700144;0;0
85;0;0;0;35;102;-1;3;700146;0;0
86;0;0;0;23;106;-1;3;700148;0;0
87;0;0;0;55;113;-1;3;700150;0;0
88;0;0;0;36;115;-1;3;700152;0;0
89;0;0;0;52;107;-1;3;700154;0;0
90;0;0;0;36;117;-1;3;700156;0;0
91;0;0;0;53;104;-1;3;700158;0;0
92;0;0;0;30;107;-1;3;700160;0;0
93;0;0;0;33;104;-1;3;700162;0;0
94;0;0;0;41;112;-1;3;700164;0;0
95;0;0;0;33;108;-1;3;700166;0;0
96;0;0;0;48;114;-1;3;700168;0;0
97;0;0;0;36;130;-1;3;700170;0;0
98;0;0;0;40;116;-1;3;700172;0;0
99;0;0;0;46;113;-1;3;700174;0;0
100;0;0;0;32;109;-1;3;700176;0;0
101;0;0;0;37;99;-1;3;700178;0;0
102;0;0;0;39;118;-1;3;700180;0;0
103;0;0;0;35;110;-1;3;700182;0;0
104;0;0;0;30;105;-1;3;700184;0;0
105;0;0;0;35;107;-1;3;700186;0;0
106;0;0;0;47;109;-1;3;700188;0;0
107;0;0;0;39;102;-1;3;700190;0;0
108;0;0;0;26;110;-1;3;700192;0;0
109;0;0;0;41;103;-1;3;700194;0;0
110;0;0;0;45;121;-1;3;700196;0;0
111;0;0;0;38;117;-1;3;700198;0;0
112;0;0;0;48;101;-1;3;700200;0;0
113;0;0;0;34;124;-1;3;700202;0;0
114;0;0;0;49;109;-1;3;700204;0;0
115;0;0;0;42;104;-1;3;700206;0;0
116;0;0;0;46;105;-1;3;700208;0;0
117;0;0;0;50;98;-1;3;700210;0;0
118;0;0;0;48;107;-1;3;700212;0;0
119;0;0;0;30;117;-1;3;700214;0;0
120;0;0;0;36;113;-1;3;700216;0;0
121;0;0;0;37;126;-1;3;700218;0;0
122;0;0;0;41;107;-1;3;700220;0;0
123;0;0;0;34;108;-1;3;700222;0;0
124;0;0;0;39;109;-1;3;700224;0;0
125;0;0;0;32;106;-1;3;700226;0;0
126;0;0;0;33;106;-1;3;700228;0;0
127;0;0;0;35;113;-1;3;700230;0;0
128;0;0;0;42;110;-1;3;700232;0;0
129;0;0;0;58;131;-1;3;700282;0;0
130;0;0;0;32;91;-1;3;700284;0;0
131;0;0;0;33;102;-1;3;700286;0;0
132;0;0;0;35;119;-1;3;700288;0;0
133;0;0;0;42;104;-1;3;700290;0;0
134;0;0;0;35;103;-1;3;700292;0;0
135;0;0;0;49;107;-1;3;700294;0;0
136;0;0;0;33;107;-1;3;700296;0;0
137;0;0;0;29;106;-1;3;700298;0;0
138;0;0;0;41;91;-1;3;700300;0;0
139;0;0;0;29;102;-1;3;700302;0;0
140;0;0;0;49;118;-1;3;700304;0;0
141;0;0;0;41;108;-1;3;700306;0;0
142;0;0;0;60;121;-1;3;700308;0;0
143;0;0;0;39;108;-1;3;700310;0;0
144;0;0;0;34;102;-1;3;700312;0;0
145;0;0;0;44;107;-1;3;700314;0;0
146;0;0;0;37;116;-1;3;700316;0;0
147;0;0;0;29;103;-1;3;700318;0;0
148;0;0;0;35;101;-1;3;700320;0;0
149;0;0;0;41;111;-1;3;700322;0;0
150;0;0;0;23;108;-1;3;700324;0;0
151;0;0;0;38;109;-1;3;700326;0;0
152;0;0;0;43;103;-1;3;700328;0;0
153;0;0;0;43;111;-1;3;700330;0;0
154;0;0;0;31;113;-1;3;700332;0;0
155;0;0;0;40;115;-1;3;700334;0;0
156;0;0;0;42;113;-1;3;700336;0;0
157;0;0;0;30;123;-1;3;700338;0;0
158;0;0;0;35;113;-1;3;700340;0;0
159;0;0;0;51;97;-1;3;700342;0;0
160;0;0;0;36;110;-1;3;700344;0;0
161;0;0;0;47;101;-1;3;700346;0;0
162;0;0;0;32;110;-1;3;700348;0;0
163;0;0;0;27;100;-1;3;700350;0;0
164;0;0;0;50;107;-1;3;700352;0;0
165;0;0;0;34;117;-1;3;700354;0;0
166;0;0;0;47;100;-1;3;700356;0;0
167;0;0;0;35;98;-1;3;700358;0;0
168;0;0;0;30;104;-1;3;700360;0;0
169;0;0;0;39;101;-1;3;700362;0;0
170;0;0;0;47;113;-1;3;700364;0;0
171;0;0;0;43;113;-1;3;700366;0;0
172;0;0;0;49;118;-1;3;700368;0;0
173;0;0;0;60;127;-1;3;700370;0;0
174;0;0;0;49;99;-1;3;700372;0;0
175;0;0;0;29;92;-1;3;700374;0;0
176;0;0;0;38;117;-1;3;700376;0;0
177;0;0;0;46;120;-1;3;700378;0;0
178;0;0;0;35;102;-1;3;700380;0;0
179;0;0;0;30;116;-1;3;700382;0;0
180;0;0;0;52;105;-1;3;700384;0;0
181;0;0;0;41;106;-1;3;700386;0;0
182;0;0;0;37;100;-1;3;700388;0;0
183;0;0;0;33;114;-1;3;700390;0;0
184;0;0;0;40;109;-1;3;700392;0;0
185;0;0;0;35;119;-1;3;700394;0;0
186;0;0;0;54;103;-1;3;700396;0;0
187;0;0;0;43;110;-1;3;700398;0;0
188;0;0;0;36;101;-1;3;700400;0;0
189;0;0;0;36;109;-1;3;700402;0;0
190;0;0;0;33;102;-1;3;700404;0;0
191;0;0;0;30;122;-1;3;700406;0;0
192;0;0;0;44;115;-1;3;700408;0;0
193;0;0;0;32;104;-1;3;700410;0;0
194;0;0;0;39;92;-1;3;700412;0;0
195;0;0;0;29;103;-1;3;700414;0;0
196;0;0;0;28;125;-1;3;700416;0;0
197;0;0;0;43;110;-1;3;700418;0;0
198;0;0;0;44;101;-1;3;700420;0;0
199;0;0;0;44;96;-1;3;700422;0;0
200;0;0;0;40;106;-1;3;700424;0;0
201;0;0;0;44;108;-1;3;700426;0;0
202;0;0;0;33;104;-1;3;700428;0;0
203;0;0;0;43;117;-1;3;700430;0;0
204;0;0;0;53;108;-1;3;700432;0;0
205;0;0;0;49;102;-1;3;700434;0;0
206;0;0;0;40;104;-1;3;700436;0;0
207;0;0;0;38;106;-1;3;700438;0;0
208;0;0;0;53;100;-1;3;700440;0;0
209;0;0;0;24;95;-1;3;700442;0;0
210;0;0;0;40;113;-1;3;700444;0;0
211;0;0;0;45;111;-1;3;700446;0;0
212;0;0;0;34;106;-1;3;700448;0;0
213;0;0;0;34;122;-1;3;700450;0;0
214;0;0;0;40;109;-1;3;700452;0;0
215;0;0;0;41;105;-1;3;700454;0;0
216;0;0;0;41;104;-1;3;700456;0;0
217;0;0;0;31;105;-1;3;700458;0;0
218;0;0;0;41;134;-1;3;700460;0;0
219;0;0;0;41;112;-1;3;700462;0;0
220;0;0;0;43;94;-1;3;700464;0;0
221;0;0;0;36;101;-1;3;700466;0;0
222;0;0;0;37;115;-1;3;700468;0;0
223;0;0;0;29;108;-1;3;700470;0;0
224;0;0;0;54;118;-1;3;700472;0;0
225;0;0;0;54;108;-1;3;700474;0;0
226;0;0;0;39;108;-1;3;700476;0;0
227;0;0;0;41;107;-1;3;700478;0;0
228;0;0;0;52;98;-1;3;700480;0;0
229;0;0;0;44;114;-1;3;700482;0;0
230;0;0;0;42;105;-1;3;700484;0;0
231;0;0;0;42;113;-1;3;700486;0;0
232;0;0;0;33;109;-1;3;700488;0;0
233;0;0;0;39;132;-1;3;700490;0;0
234;0;0;0;35;109;-1;3;700492;0;0
235;0;0;0;58;112;-1;3;700494;0;0
236;0;0;0;40;151;-1;3;700496;0;0
237;0;0;0;38;110;-1;3;700498;0;0
238;0;0;0;52;134;-1;3;700500;0;0
239;0;0;0;46;105;-1;3;700502;0;0
240;0;0;0;34;103;-1;3;700504;0;0
241;0;0;0;31;102;-1;3;700506;0;0
242;0;0;0;41;108;-1;3;700508;0;0
243;0;0;0;35;126;-1;3;700510;0;0
244;0;0;0;37;122;-1;3;700512;0;0
245;0;0;0;36;102;-1;3;700514;0;0
246;0;0;0;42;122;-1;3;700516;0;0
247;0;0;0;39;102;-1;3;700518;0;0
248;0;0;0;29;117;-1;3;700520;0;0
249;0;0;0;33;102;-1;3;700522;0;0
250;0;0;0;49;108;-1;3;700524;0;0
251;0;0;0;33;108;-1;3;700526;0;0
252;0;0;0;41;102;-1;3;700528;0;0
253;0;0;0;42;114;-1;3;700530;0;0
254;0;0;0;44;120;-1;3;700532;0;0
255;0;0;0;39;112;-1;3;700534;0;0
256;0;0;0;28;117;-1;3;700536;0;0
257;0;0;0;43;121;-1;3;700586;0;0
258;0;0;0;52;101;-1;3;700588;0;0
259;0;0;0;32;99;-1;3;700590;0;0
260;0;0;0;44;113;-1;3;700592;0;0
261;0;0;0;62;124;-1;3;700594;0;0
262;0;0;0;49;111;-1;3;700596;0;0
263;0;0;0;48;118;-1;3;700598;0;0
264;0;0;0;41;111;-1;3;700600;0;0
265;0;0;0;31;115;-1;3;700602;0;0
266;0;0;0;41;105;-1;3;700604;0;0
267;0;0;0;41;107;-1;3;700606;0;0
268;0;0;0;34;117;-1;3;700608;0;0
269;0;0;0;38;105;-1;3;700610;0;0
270;0;0;0;43;107;-1;3;700612;0;0
271;0;0;0;45;106;-1;3;700614;0;0
272;0;0;0;35;108;-1;3;700616;0;0
273;0;0;0;31;109;-1;3;700618;0;0
274;0;0;0;29;96;-1;3;700620;0;0
275;0;0;0;35;108;-1;3;700622;0;0
276;0;0;0;35;116;-1;3;700624;0;0
277;0;0;0;32;104;-1;3;700626;0;0
278;0;0;0;39;114;-1;3;700628;0;0
279;0;0;0;31;130;-1;3;700630;0;0
280;0;0;0;40;109;-1;3;700632;0;0
281;0;0;0;32;109;-1;3;700634;0;0
282;0;0;0;32;122;-1;3;700636;0;0
283;0;0;0;48;108;-1;3;700638;0;0
284;0;0;0;35;119;-1;3;700640;0;0
285;0;0;0;27;113;-1;3;700642;0;0
286;0;0;0;43;97;-1;3;700644;0;0
287;0;0;0;36;105;-1;3;700646;0;0
288;0;0;0;41;89;-1;3;700648;0;0
289;0;0;0;46;101;-1;3;700650;0;0
290;0;0;0;36;105;-1;3;700652;0;0
291;0;0;0;41;110;-1;3;700654;0;0
292;0;0;0;31;102;-1;3;700656;0;0
293;0;0;0;50;102;-1;3;700658;0;0
294;0;0;0;37;103;-1;3;700660;0;0
295;0;0;0;42;109;-1;3;700662;0;0
296;0;0;0;37;109;-1;3;700664;0;0
297;0;0;0;32;118;-1;3;700666;0;0
298;0;0;0;50;117;-1;3;700668;0;0
299;0;0;0;54;117;-1;3;700670;0;0
300;0;0;0;33;117;-1;3;700672;0;0
301;0;0;0;41;116;-1;3;700674;0;0
302;0;0;0;35;97;-1;3;700676;0;0
303;0;0;0;46;110;-1;3;700678;0;0
304;0;0;0;43;107;-1;3;700680;0;0
305;0;0;0;33;105;-1;3;700682;0;0
306;0;0;0;45;121;-1;3;700684;0;0
307;0;0;0;43;102;-1;3;700686;0;0
308;0;0;0;41;130;-1;3;700688;0;0
309;0;0;0;38;109;-1;3;700690;0;0
310;0;0;0;30;129;-1;3;700692;0;0
311;0;0;0;48;115;-1;3;700694;0;0
312;0;0;0;38;115;-1;3;700696;0;0
313;0;0;0;42;109;-1;3;700698;0;0
314;0;0;0;42;118;-1;3;700700;0;0
315;0;0;0;45;121;-1;3;700702;0;0
316;0;0;0;41;114;-1;3;700704;0;0
317;0;0;0;51;96;-1;3;700706;0;0
318;0;0;0;37;115;-1;3;700708;0;0
319;0;0;0;41;105;-1;3;700710;0;0
320;0;0;0;40;94;-1;3;700712;0;0
321;0;0;0;41;123;-1;3;700714;0;0
322;0;0;0;46;101;-1;3;700716;0;0
323;0;0;0;36;110;-1;3;700718;0;0
324;0;0;0;39;110;-1;3;700720;0;0
325;0;0;0;30;108;-1;3;700722;0;0
326;0;0;0;44;102;-1;3;700724;0;0
327;0;0;0;40;83;-1;3;700726;0;0
328;0;0;0;41;107;-1;3;700728;0;0
329;0;0;0;43;114;-1;3;700730;0;0
330;0;0;0;41;110;-1;3;700732;0;0
331;0;0;0;49;113;-1;3;700734;0;0
332;0;0;0;55;123;-1;3;700736;0;0
333;0;0;0;39;109;-1;3;700738;0;0
334;0;0;0;45;107;-1;3;700740;0;0
335;0;0;0;31;97;-1;3;700742;0;0
336;0;0;0;36;97;-1;3;700744;0;0
337;0;0;0;47;103;-1;3;700746;0;0
338;0;0;0;48;109;-1;3;700748;0;0
339;0;0;0;40;110;-1;3;700750;0;0
340;0;0;0;45;103;-1;3;700752;0;0
341;0;0;0;31;104;-1;3;700754;0;0
342;0;0;0;51;105;-1;3;700756;0;0
343;0;0;0;28;111;-1;3;700758;0;0
344;0;0;0;40;95;-1;3;700760;0;0
345;0;0;0;44;96;-1;3;700762;0;0
346;0;0;0;36;98;-1;3;700764;0;0
347;0;0;0;38;102;-1;3;700766;0;0
348;0;0;0;35;106;-1;3;700768;0;0
349;0;0;0;60;113;-1;3;700770;0;0
350;0;0;0;43;111;-1;3;700772;0;0
351;0;0;0;29;133;-1;3;700774;0;0
352;0;0;0;31;108;-1;3;700776;0;0
353;0;0;0;34;114;-1;3;700778;0;0
354;0;0;0;34;101;-1;3;700780;0;0
355;0;0;0;40;111;-1;3;700782;0;0
356;0;0;0;38;111;-1;3;700784;0;0
357;0;0;0;37;106;-1;3;700786;0;0
358;0;0;0;41;108;-1;3;700788;0;0
359;0;0;0;47;103;-1;3;700790;0;0
360;0;0;0;35;110;-1;3;700792;0;0
361;0;0;0;58;113;-1;3;700794;0;0
362;0;0;0;42;102;-1;3;700796;0;0
363;0;0;0;40;104;-1;3;700798;0;0
364;0;0;0;34;113;-1;3;700800;0;0
365;0;0;0;30;110;-1;3;700802;0;0
366;0;0;0;37;115;-1;3;700804;0;0
367;0;0;0;50;107;-1;3;700806;0;0
368;0;0;0;40;107;-1;3;700808;0;0
369;0;0;0;38;101;-1;3;700810;0;0
370;0;0;0;55;112;-1;3;700812;0;0
371;0;0;0;41;95;-1;3;700814;0;0
372;0;0;0;36;130;-1;3;700816;0;0
373;0;0;0;40;108;-1;3;700818;0;0
374;0;0;0;36;101;-1;3;700820;0;0
375;0;0;0;41;116;-1;3;700822;0;0
376;0;0;0;45;106;-1;3;700824;0;0
377;0;0;0;40;114;-1;3;700826;0;0
378;0;0;0;39;121;-1;3;700828;0;0
379;0;0;0;35;91;-1;3;700830;0;0
380;0;0;0;45;117;-1;3;700832;0;0
381;0;0;0;35;114;-1;3;700834;0;0
382;0;0;0;58;116;-1;3;700836;0;0
383;0;0;0;39;102;-1;3;700838;0;0
384;0;0;0;29;108;-1;3;700840;0;0
385;0;0;0;59;121;-1;3;700890;0;0
386;0;0;0;45;111;-1;3;700892;0;0
387;0;0;0;40;100;-1;3;700894;0;0
388;0;0;0;40;109;-1;3;700896;0;0
389;0;0;0;50;117;-1;3;700898;0;0
390;0;0;0;27;93;-1;3;700900;0;0
391;0;0;0;44;102;-1;3;700902;0;0
392;0;0;0;35;112;-1;3;700904;0;0
393;0;0;0;35;104;-1;3;700906;0;0
394;0;0;0;39;106;-1;3;700908;0;0
395;0;0;0;44;101;-1;3;700910;0;0
396;0;0;0;44;107;-1;3;700912;0;0
397;0;0;0;44;117;-1;3;700914;0;0
398;0;0;0;39;112;-1;3;700916;0;0
399;0;0;0;54;107;-1;3;700918;0;0
400;0;0;0;47;112;-1;3;700920;0;0
401;0;0;0;42;109;-1;3;700922;0;0
402;0;0;0;31;112;-1;3;700924;0;0
403;0;0;0;44;117;-1;3;700926;0;0
404;0;0;0;48;113;-1;3;700928;0;0
405;0;0;0;38;131;-1;3;700930;0;0
406;0;0;0;44;116;-1;3;700932;0;0
407;0;0;0;23;92;-1;3;700934;0;0
408;0;0;0;37;108;-1;3;700936;0;0
409;0;0;0;47;110;-1;3;700938;0;0
410;0;0;0;44;100;-1;3;700940;0;0
411;0;0;0;44;113;-1;3;700942;0;0
412;0;0;0;44;122;-1;3;700944;0;0
413;0;0;0;36;107;-1;3;700946;0;0
414;0;0;0;31;116;-1;3;700948;0;0
415;0;0;0;45;109;-1;3;700950;0;0
416;0;0;0;51;115;-1;3;700952;0;0
417;0;0;0;40;105;-1;3;700954;0;0
418;0;0;0;48;103;-1;3;700956;0;0
419;0;0;0;46;106;-1;3;700958;0;0
420;0;0;0;47;107;-1;3;700960;0;0
421;0;0;0;32;101;-1;3;700962;0;0
422;0;0;0;47;112;-1;3;700964;0;0
423;0;0;0;41;96;-1;3;700966;0;0
424;0;0;0;34;118;-1;3;700968;0;0
425;0;0;0;20;95;-1;3;700970;0;0
426;0;0;0;44;96;-1;3;700972;0;0
427;0;0;0;34;107;-1;3;700974;0;0
428;0;0;0;34;107;-1;3;700976;0;0
429;0;0;0;35;96;-1;3;700978;0;0
430;0;0;0;64;115;-1;3;700980;0;0
431;0;0;0;36;99;-1;3;700982;0;0
432;0;0;0;29;109;-1;3;700984;0;0
433;0;0;0;28;117;-1;3;700986;0;0
434;0;0;0;47;95;-1;3;700988;0;0
435;0;0;0;35;113;-1;3;700990;0;0
436;0;0;0;38;117;-1;3;700992;0;0
437;0;0;0;27;115;-1;3;700994;0;0
438;0;0;0;26;95;-1;3;700996;0;0
439;0;0;0;34;110;-1;3;700998;0;0
440;0;0;0;47;93;-1;3;701000;0;0
441;0;0;0;40;111;-1;3;701002;0;0
442;0;0;0;41;101;-1;3;701004;0;0
443;0;0;0;43;108;-1;3;701006;0;0
444;0;0;0;41;108;-1;3;701008;0;0
445;0;0;0;46;100;-1;3;701010;0;0
446;0;0;0;38;97;-1;3;701012;0;0
447;0;0;0;35;115;-1;3;701014;0;0
448;0;0;0;47;111;-1;3;701016;0;0
449;0;0;0;47;102;-1;3;701018;0;0
450;0;0;0;26;100;-1;3;701020;0;0
451;0;0;0;39;116;-1;3;701022;0;0
452;0;0;0;41;102;-1;3;701024;0;0
453;0;0;0;43;110;-1;3;701026;0;0
454;0;0;0;31;128;-1;3;701028;0;0
455;0;0;0;35;114;-1;3;701030;0;0
456;0;0;0;37;116;-1;3;701032;0;0
457;0;0;0;51;116;-1;3;701034;0;0
458;0;0;0;32;103;-1;3;701036;0;0
459;0;0;0;33;99;-1;3;701038;0;0
460;0;0;0;47;103;-1;3;701040;0;0
461;0;0;0;40;99;-1;3;701042;0;0
462;0;0;0;41;106;-1;3;701044;0;0
463;0;0;0;37;112;-1;3;701046;0;0
464;0;0;0;29;118;-1;3;701048;0;0
465;0;0;0;45;115;-1;3;701050;0;0
466;0;0;0;29;127;-1;3;701052;0;0
467;0;0;0;38;121;-1;3;701054;0;0
468;0;0;0;36;106;-1;3;701056;0;0
469;0;0;0;34;111;-1;3;701058;0;0
470;0;0;0;40;101;-1;3;701060;0;0
471;0;0;0;40;100;-1;3;701062;0;0
472;0;0;0;35;121;-1;3;701064;0;0
473;0;0;0;30;100;-1;3;701066;0;0
474;0;0;0;44;125;-1;3;701068;0;0
475;0;0;0;47;104;-1;3;701070;0;0
476;0;0;0;41;126;-1;3;701072;0;0
477;0;0;0;29;109;-1;3;701074;0;0
478;0;0;0;47;105;-1;3;701076;0;0
479;0;0;0;36;118;-1;3;701078;0;0
480;0;0;0;35;108;-1;3;701080;0;0
481;0;0;0;41;112;-1;3;701082;0;0
482;0;0;0;36;106;-1;3;701084;0;0
483;0;0;0;45;100;-1;3;701086;0;0
484;0;0;0;29;109;-1;3;701088;0;0
485;0;0;0;41;119;-1;3;701090;0;0
486;0;0;0;35;113;-1;3;701092;0;0
487;0;0;0;35;118;-1;3;701094;0;0
488;0;0;0;47;111;-1;3;701096;0;0
489;0;0;0;33;108;-1;3;701098;0;0
490;0;0;0;49;99;-1;3;701100;0;0
491;0;0;0;32;110;-1;3;701102;0;0
492;0;0;0;32;109;-1;3;701104;0;0
493;0;0;0;44;120;-1;3;701106;0;0
494;0;0;0;33;96;-1;3;701108;0;0
495;0;0;0;32;108;-1;3;701110;0;0
496;0;0;0;31;111;-1;3;701112;0;0
497;0;0;0;33;105;-1;3;701114;0;0
498;0;0;0;34;104;-1;3;701116;0;0
499;0;0;0;56;119;-1;3;701118;0;0
500;0;0;0;39;108;-1;3;701120;0;0
501;0;0;0;30;106;-1;3;701122;0;0
502;0;0;0;51;109;-1;3;701124;0;0
503;0;0;0;33;118;-1;3;701126;0;0
504;0;0;0;45;123;-1;3;701128;0;0
505;0;0;0;41;110;-1;3;701130;0;0
506;0;0;0;46;98;-1;3;701132;0;0
507;0;0;0;47;110;-1;3;701134;0;0
508;0;0;0;30;123;-1;3;701136;0;0
509;0;0;0;43;115;-1;3;701138;0;0
510;0;0;0;36;116;-1;3;701140;0;0
511;0;0;0;36;104;-1;3;701142;0;0
512;0;0;0;42;96;-1;3;701144;0;0
513;0;0;0;38;126;-1;3;701192;0;0
514;0;0;0;46;114;-1;3;701194;0;0
515;0;0;0;54;104;-1;3;701196;0;0
516;0;0;0;49;106;-1;3;701198;0;0
517;0;0;0;60;113;-1;3;701200;0;0
518;0;0;0;34;102;-1;3;701202;0;0
519;0;0;0;30;100;-1;3;701204;0;0
520;0;0;0;38;100;-1;3;701206;0;0
521;0;0;0;41;102;-1;3;701208;0;0
522;0;0;0;39;97;-1;3;701210;0;0
523;0;0;0;39;121;-1;3;701212;0;0
524;0;0;0;39;114;-1;3;701214;0;0
525;0;0;0;42;114;-1;3;701216;0;0
526;0;0;0;42;120;-1;3;701218;0;0
527;0;0;0;36;83;-1;3;701220;0;0
528;0;0;0;41;108;-1;3;701222;0;0
529;0;0;0;34;104;-1;3;701224;0;0
530;0;0;0;38;103;-1;3;701226;0;0
531;0;0;0;34;98;-1;3;701228;0;0
532;0;0;0;35;104;-1;3;701230;0;0
533;0;0;0;49;111;-1;3;701232;0;0
534;0;0;0;45;108;-1;3;701234;0;0
535;0;0;0;48;112;-1;3;701236;0;0
536;0;0;0;40;115;-1;3;701238;0;0
537;0;0;0;29;104;-1;3;701240;0;0
538;0;0;0;41;112;-1;3;701242;0;0
539;0;0;0;36;100;-1;3;701244;0;0
540;0;0;0;41;117;-1;3;701246;0;0
541;0;0;0;35;111;-1;3;701248;0;0
542;0;0;0;42;120;-1;3;701250;0;0
543;0;0;0;34;99;-1;3;701252;0;0
544;0;0;0;42;118;-1;3;701254;0;0
545;0;0;0;32;110;-1;3;701256;0;0
546;0;0;0;39;102;-1;3;701258;0;0
547;0;0;0;46;115;-1;3;701260;0;0
548;0;0;0;44;107;-1;3;701262;0;0
549;0;0;0;58;110;-1;3;701264;0;0
550;0;0;0;47;98;-1;3;701266;0;0
551;0;0;0;50;109;-1;3;701268;0;0
552;0;0;0;40;143;-1;3;701270;0;0
553;0;0;0;31;107;-1;3;701272;0;0
554;0;0;0;37;116;-1;3;701274;0;0
555;0;0;0;46;115;-1;3;701276;0;0
556;0;0;0;42;109;-1;3;701278;0;0
557;0;0;0;48;106;-1;3;701280;0;0
558;0;0;0;35;118;-1;3;701282;0;0
559;0;0;0;29;109;-1;3;701284;0;0
560;0;0;0;42;114;-1;3;701286;0;0
561;0;0;0;37;113;-1;3;701288;0;0
562;0;0;0;52;111;-1;3;701290;0;0
563;0;0;0;33;114;-1;3;701292;0;0
564;0;0;0;35;117;-1;3;701294;0;0
565;0;0;0;48;95;-1;3;701296;0;0
566;0;0;0;50;101;-1;3;701298;0;0
567;0;0;0;58;115;-1;3;701300;0;0
568;0;0;0;43;129;-1;3;701302;0;0
569;0;0;0;37;112;-1;3;701304;0;0
570;0;0;0;28;101;-1;3;701306;0;0
571;0;0;0;37;106;-1;3;701308;0;0
572;0;0;0;40;115;-1;3;701310;0;0
573;0;0;0;38;105;-1;3;701312;0;0
574;0;0;0;39;95;-1;3;701314;0;0
575;0;0;0;35;123;-1;3;701316;0;0
576;0;0;0;35;121;-1;3;701318;0;0
577;0;0;0;29;108;-1;3;701320;0;0
