data_id;temp_1;temp_2;temp_3;pres_1;pres_2;motor_pos;sensor_time;system state;counter_active;padding;counter
221;191;189;257;7660;8067;1;8440;3;1;0;1098
222;191;190;257;7655;8065;1;8443;3;1;0;1098
223;191;191;257;7661;8065;1;8446;3;1;0;1098
224;191;190;257;7656;8065;1;8449;3;1;0;1098
225;190;191;257;7651;8058;1;8453;3;1;0;1098
226;192;189;257;7657;8064;1;8456;3;1;0;1098
227;190;189;257;7659;8069;1;8459;3;1;0;1098
228;191;190;257;7659;8060;1;8462;3;1;0;1038
229;192;190;257;7645;8066;1;8465;3;1;0;1038
230;191;189;257;7661;8059;1;8469;3;1;0;1038
231;190;189;257;7656;8067;1;8472;3;1;0;1038
232;191;190;257;7655;8062;1;8475;3;1;0;1038
233;191;191;257;7661;8054;1;8478;3;1;0;1038
234;192;189;257;7655;8068;1;8481;3;1;0;1038
235;190;190;257;7655;8058;1;8485;3;1;0;1038
236;192;191;257;7650;8055;1;8488;3;1;0;1038
237;191;190;257;7662;8066;1;8491;3;1;0;1038
238;191;190;257;7650;8063;1;8495;3;1;0;1038
239;190;190;257;7660;8062;1;8497;3;1;0;1038
240;190;190;257;7656;8065;1;8501;3;1;0;1038
241;192;190;257;7655;8065;1;8504;3;1;0;1038
242;190;191;257;7653;8057;1;8507;3;1;0;1038
243;190;189;257;7657;8064;1;8510;3;1;0;1038
244;191;189;257;7650;8057;1;8514;3;1;0;1038
245;191;190;257;7657;8054;1;8517;3;1;0;1038
246;190;190;257;7654;8061;1;8520;3;1;0;1038
247;191;190;257;7645;8064;1;8523;3;1;0;977
248;191;189;257;7665;8070;1;8526;3;1;0;977
249;190;189;257;7654;8068;1;8529;3;1;0;977
250;190;190;257;7653;8065;1;8533;3;1;0;977
251;192;190;257;7652;8064;1;8536;3;1;0;977
252;192;190;257;7663;8065;1;8540;3;1;0;977
253;190;190;257;7654;8060;1;8542;3;1;0;977
254;190;188;257;7659;8061;1;8546;3;1;0;977
255;192;190;257;7654;8062;1;8549;3;1;0;977
256;191;190;257;7656;8052;1;8552;3;1;0;977
257;190;191;257;7659;8072;1;8603;3;1;0;916
258;190;189;257;7650;8060;1;8607;3;1;0;916
259;189;190;257;7654;8062;1;8609;3;1;0;916
260;191;191;257;7656;8072;1;8613;3;1;0;916
261;190;190;257;7661;8066;1;8616;3;1;0;916
262;191;191;257;7650;8063;1;8619;3;1;0;916
263;190;191;257;7661;8068;1;8622;3;1;0;916
264;191;190;257;7661;8066;1;8626;3;1;0;916
265;190;189;257;7648;8054;1;8629;3;1;0;916
266;191;190;257;7645;8064;1;8632;3;1;0;916
267;191;190;257;7654;8060;1;8636;3;1;0;916
268;191;189;257;7664;8064;1;8638;3;1;0;916
269;191;190;257;7657;8062;1;8641;3;1;0;916
270;191;189;257;7660;8067;1;8645;3;1;0;916
271;190;190;257;7652;8063;1;8648;3;1;0;855
272;191;190;257;7650;8067;1;8651;3;1;0;855
273;191;191;257;7659;8073;1;8654;3;1;0;855
274;191;190;257;7654;8066;1;8658;3;1;0;855
275;191;190;257;7664;8060;1;8661;3;1;0;855
276;192;189;257;7653;8072;1;8664;3;1;0;855
277;190;191;257;7655;8065;1;8667;3;1;0;855
278;190;190;257;7655;8064;1;8670;3;1;0;855
279;192;189;257;7647;8079;1;8673;3;1;0;855
280;192;190;257;7658;8052;1;8677;3;1;0;855
281;190;190;257;7649;8061;1;8680;3;1;0;855
282;191;190;257;7658;8066;1;8684;3;1;0;855
283;191;189;257;7654;8062;1;8687;3;1;0;855
284;190;190;257;7653;8055;1;8690;3;1;0;855
285;191;189;257;7660;8054;1;8693;3;1;0;855
286;191;190;257;7665;8065;1;8696;3;1;0;855
287;190;190;257;7653;8062;1;8699;3;1;0;855
288;191;189;257;7650;8068;1;8702;3;1;0;855
289;191;190;257;7652;8063;1;8706;3;1;0;795
290;189;190;257;7648;8062;1;8709;3;1;0;795
291;192;189;257;7652;8056;1;8712;3;1;0;795
292;190;190;257;7646;8053;1;8716;3;1;0;795
293;191;189;257;7657;8061;1;8718;3;1;0;795
294;192;190;257;7655;8049;1;8722;3;1;0;795
295;191;190;257;7662;8060;1;8725;3;1;0;795
296;191;190;257;7649;8068;1;8728;3;1;0;795
297;191;190;257;7655;8057;1;8731;3;1;0;795
298;191;189;257;7649;8065;1;8734;3;1;0;795
299;191;190;257;7646;8068;1;8738;3;1;0;795
300;190;190;257;7665;8061;1;8741;3;1;0;795
301;191;189;257;7654;8048;1;8744;3;1;0;795
302;190;190;257;7662;8063;1;8747;3;1;0;795
303;191;190;257;7654;8061;1;8750;3;1;0;795
304;191;190;257;7654;8069;1;8754;3;1;0;795
305;190;190;257;7659;8062;1;8757;3;1;0;795
306;190;191;257;7655;8063;1;8760;3;1;0;795
307;190;190;257;7663;8070;1;8763;3;1;0;795
308;191;189;257;7656;8064;1;8766;3;1;0;734
309;192;190;257;7658;8059;1;8770;3;1;0;734
310;191;189;257;7647;8061;1;8773;3;1;0;734
311;191;190;257;7665;8065;1;8776;3;1;0;734
312;191;189;257;7657;8061;1;8780;3;1;0;734
313;192;190;257;7659;8060;1;8782;3;1;0;734
314;191;190;257;7668;8069;1;8786;3;1;0;734
315;190;190;257;7659;8060;1;8789;3;1;0;734
316;191;189;257;7662;8066;1;8792;3;1;0;734
317;190;189;257;7655;8065;1;8795;3;1;0;734
318;192;190;257;7652;8061;1;8799;3;1;0;734
319;191;189;257;7651;8062;1;8802;3;1;0;734
320;190;191;257;7662;8060;1;8805;3;1;0;734
321;191;190;257;7650;8047;1;8808;3;1;0;734
322;191;190;257;7654;8059;1;8812;3;1;0;734
323;190;189;257;7645;8062;1;8814;3;1;0;734
324;191;189;257;7650;8068;1;8818;3;1;0;734
325;191;190;257;7666;8058;1;8821;3;1;0;734
326;190;190;257;7653;8056;1;8824;3;1;0;734
327;190;190;257;7649;8062;1;8827;3;1;0;673
328;189;189;257;7655;8067;1;8830;3;1;0;673
329;190;190;257;7662;8060;1;8834;3;1;0;673
330;190;189;257;7652;8055;1;8837;3;1;0;673
331;191;189;257;7659;8070;1;8840;3;1;0;673
332;191;191;257;7656;8059;1;8843;3;1;0;673
333;192;190;257;7650;8057;1;8846;3;1;0;673
334;191;190;257;7655;8059;1;8850;3;1;0;673
335;191;189;257;7645;8055;1;8853;3;1;0;673
336;189;189;257;7645;8065;1;8856;3;1;0;673
337;190;189;257;7656;8068;1;8859;3;1;0;673
338;191;190;257;7652;8063;1;8862;3;1;0;673
339;191;190;257;7654;8064;1;8866;3;1;0;673
340;190;190;257;7655;8063;1;8869;3;1;0;673
341;190;189;257;7649;8059;1;8872;3;1;0;673
342;190;191;257;7656;8061;1;8875;3;1;0;673
343;191;190;257;7658;8062;1;8879;3;1;0;673
344;190;190;257;7660;8066;1;8882;3;1;0;673
345;191;190;257;7655;8053;1;8885;3;1;0;673
346;190;190;257;7645;8054;1;8888;3;1;0;612
347;191;190;257;7650;8062;1;8891;3;1;0;612
348;190;191;257;7654;8051;1;8894;3;1;0;612
349;191;190;257;7655;8064;1;8898;3;1;0;612
350;190;189;257;7649;8068;1;8901;3;1;0;612
351;191;190;257;7655;8057;1;8904;3;1;0;612
352;190;190;257;7656;8061;1;8907;3;1;0;612
353;189;190;257;7659;8054;1;8911;3;1;0;612
354;191;189;257;7655;8065;1;8914;3;1;0;612
355;191;190;257;7650;8060;1;8917;3;1;0;612
356;191;189;257;7653;8062;1;8920;3;1;0;612
357;191;190;257;7644;8061;1;8923;3;1;0;612
358;191;190;257;7655;8055;1;8926;3;1;0;612
359;192;189;257;7656;8067;1;8930;3;1;0;612
360;191;189;257;7652;8064;1;8933;3;1;0;612
361;192;190;257;7655;8061;1;8936;3;1;0;612
362;191;190;257;7652;8063;1;8940;3;1;0;612
363;191;190;257;7648;8053;1;8942;3;1;0;612
364;191;190;257;7653;8069;1;8946;3;1;0;612
365;191;190;257;7647;8066;1;8949;3;1;0;551
366;192;190;257;7659;8065;1;8952;3;1;0;551
367;191;190;257;7644;8055;1;8955;3;1;0;551
368;191;190;257;7662;8057;1;8958;3;1;0;551
369;191;190;257;7651;8060;1;8962;3;1;0;551
370;190;190;257;7659;8069;1;8965;3;1;0;551
371;191;190;257;7651;8062;1;8968;3;1;0;551
372;191;190;257;7655;8058;1;8972;3;1;0;551
373;191;191;257;7656;8061;1;8974;3;1;0;551
374;191;189;257;7649;8055;1;8978;3;1;0;551
375;190;190;257;7659;8048;1;8981;3;1;0;551
376;191;189;257;7648;8062;1;8984;3;1;0;551
377;190;189;257;7656;8066;1;8987;3;1;0;551
378;191;190;257;7655;8055;1;8991;3;1;0;551
379;190;190;257;7658;8065;1;8994;3;1;0;551
380;191;191;257;7649;8049;1;8997;3;1;0;551
381;191;189;257;7657;8058;1;9000;3;1;0;551
382;190;189;257;7661;8056;1;9003;3;1;0;551
383;191;190;257;7647;8058;1;9006;3;1;0;551
384;191;190;257;7659;8064;1;9010;3;1;0;551
385;192;190;257;7671;8061;1;9061;3;1;0;490
386;191;191;257;7660;8056;1;9064;3;1;0;490
387;191;190;257;7660;8064;1;9067;3;1;0;490
388;190;190;257;7651;8066;1;9070;3;1;0;490
389;190;191;257;7648;8069;1;9074;3;1;0;429
390;192;189;257;7655;8058;1;9077;3;1;0;429
391;189;189;257;7658;8056;1;9080;3;1;0;429
392;189;190;257;7649;8063;1;9083;3;1;0;429
393;191;190;257;7663;8060;1;9086;3;1;0;429
394;191;190;257;7655;8060;1;9090;3;1;0;429
395;192;190;257;7658;8072;1;9093;3;1;0;429
396;190;190;257;7656;8067;1;9096;3;1;0;429
397;191;191;257;7662;8064;1;9099;3;1;0;429
398;191;190;257;7650;8065;1;9103;3;1;0;429
399;191;189;257;7664;8065;1;9106;3;1;0;429
400;192;191;257;7650;8065;1;9109;3;1;0;429
401;190;190;257;7658;8059;1;9112;3;1;0;429
402;191;190;257;7662;8059;1;9115;3;1;0;429
403;190;189;257;7647;8063;1;9118;3;1;0;429
404;190;190;257;7657;8058;1;9122;3;1;0;429
405;190;190;257;7650;8072;1;9125;3;1;0;429
406;191;189;257;7654;8070;1;9128;3;1;0;429
407;191;190;257;7651;8055;1;9131;3;1;0;429
408;191;190;257;7653;8068;1;9135;3;1;0;368
409;190;190;257;7651;8067;1;9138;3;1;0;368
410;191;190;257;7658;8062;1;9141;3;1;0;368
411;191;190;257;7652;8061;1;9144;3;1;0;368
412;191;189;257;7659;8056;1;9147;3;1;0;368
413;191;190;257;7649;8056;1;9150;3;1;0;368
414;190;190;257;7656;8071;1;9154;3;1;0;368
415;191;190;257;7664;8066;1;9157;3;1;0;368
416;192;189;257;7661;8068;1;9160;3;1;0;368
417;190;189;257;7647;8069;1;9164;3;1;0;368
418;191;191;257;7654;8065;1;9166;3;1;0;368
419;191;190;257;7660;8052;1;9170;3;1;0;368
420;190;191;257;7657;8059;1;9173;3;1;0;368
421;191;190;257;7646;8059;1;9176;3;1;0;368
422;191;190;257;7663;8062;1;9179;3;1;0;368
423;190;190;257;7655;8057;1;9182;3;1;0;368
424;190;190;257;7666;8059;1;9186;3;1;0;368
425;191;191;257;7655;8062;1;9189;3;1;0;368
426;191;191;257;7651;8062;1;9192;3;1;0;368
427;190;190;257;7656;8061;1;9196;3;1;0;307
428;192;190;257;7653;8061;1;9199;3;1;0;307
429;191;191;257;7650;8057;1;9202;3;1;0;307
430;191;189;257;7655;8062;1;9205;3;1;0;307
431;191;189;257;7660;8071;1;9208;3;1;0;307
432;190;190;257;7652;8058;1;9211;3;1;0;307
433;190;190;257;7655;8066;1;9215;3;1;0;307
434;190;190;257;7655;8055;1;9218;3;1;0;307
435;191;189;257;7650;8078;1;9221;3;1;0;307
436;191;190;257;7655;8062;1;9225;3;1;0;307
437;191;191;257;7656;8061;1;9227;3;1;0;307
438;190;190;257;7656;8062;1;9230;3;1;0;307
439;191;191;257;7658;8061;1;9234;3;1;0;307
440;191;189;257;7656;8070;1;9237;3;1;0;307
441;191;190;257;7642;8055;1;9240;3;1;0;307
442;191;190;257;7657;8068;1;9243;3;1;0;307
443;190;190;257;7658;8055;1;9246;3;1;0;307
444;191;190;257;7654;8059;1;9250;3;1;0;307
445;191;190;257;7654;8067;1;9253;3;1;0;307
446;191;190;257;7656;8059;1;9257;3;1;0;246
447;190;190;257;7663;8055;1;9260;3;1;0;246
448;191;190;257;7648;8066;1;9263;3;1;0;246
449;190;190;257;7648;8054;1;9266;3;1;0;246
450;191;191;257;7655;8060;1;9269;3;1;0;246
451;191;190;257;7652;8054;1;9272;3;1;0;246
452;191;190;257;7652;8061;1;9276;3;1;0;246
453;191;189;257;7662;8066;1;9278;3;1;0;246
454;191;189;257;7656;8054;1;9282;3;1;0;246
455;191;191;257;7657;8066;1;9285;3;1;0;246
456;191;190;257;7654;8064;1;9288;3;1;0;246
457;190;190;257;7655;8065;1;9291;3;1;0;246
458;190;191;257;7652;8062;1;9294;3;1;0;246
459;190;190;257;7661;8063;1;9298;3;1;0;246
460;191;191;257;7663;8064;1;9301;3;1;0;246
461;191;190;257;7654;8062;1;9304;3;1;0;246
462;190;190;257;7652;8063;1;9307;3;1;0;246
463;191;190;257;7663;8066;1;9310;3;1;0;246
464;190;190;257;7664;8055;1;9314;3;1;0;246
465;191;191;257;7654;8063;1;9318;3;1;0;185
466;191;190;257;7657;8060;1;9321;3;1;0;185
467;191;189;257;7653;8060;1;9324;3;1;0;185
468;191;190;257;7652;8052;1;9327;3;1;0;185
469;191;190;257;7654;8058;1;9330;3;1;0;185
470;191;190;257;7648;8062;1;9333;3;1;0;185
471;190;191;257;7656;8061;1;9337;3;1;0;185
472;191;189;257;7658;8059;1;9339;3;1;0;185
473;191;190;257;7654;8057;1;9342;3;1;0;185
474;191;189;257;7662;8053;1;9346;3;1;0;185
475;190;190;257;7654;8058;1;9349;3;1;0;185
476;190;190;257;7655;8057;1;9352;3;1;0;185
477;191;191;257;7648;8061;1;9355;3;1;0;185
478;191;189;257;7645;8067;1;9358;3;1;0;185
479;191;190;257;7654;8059;1;9362;3;1;0;185
480;191;190;257;7658;8061;1;9365;3;1;0;185
481;190;190;257;7657;8053;1;9368;3;1;0;185
482;191;190;257;7649;8062;1;9371;3;1;0;185
483;190;190;257;7654;8058;1;9374;3;1;0;185
484;191;190;257;7662;8065;1;9378;3;1;0;124
485;191;190;257;7658;8061;1;9382;3;1;0;124
486;191;189;257;7657;8066;1;9385;3;1;0;124
487;191;190;257;7652;8061;1;9388;3;1;0;124
488;191;190;257;7657;8057;1;9390;3;1;0;124
489;191;191;257;7657;8061;1;9394;3;1;0;124
490;191;189;257;7650;8064;1;9397;3;1;0;124
491;191;190;257;7653;8066;1;9400;3;1;0;124
492;190;190;257;7656;8050;1;9403;3;1;0;124
493;191;190;257;7656;8054;1;9407;3;1;0;124
494;190;190;257;7659;8057;1;9410;3;1;0;124
495;191;189;257;7654;8062;1;9413;3;1;0;124
496;191;190;257;7653;8061;1;9416;3;1;0;124
497;191;190;257;7657;8068;1;9419;3;1;0;124
498;190;190;257;7659;8054;1;9423;3;1;0;124
499;191;189;257;7655;8066;1;9426;3;1;0;124
500;190;190;257;7654;8066;1;9429;3;1;0;124
501;190;190;257;7657;8067;1;9432;3;1;0;124
502;190;190;257;7657;8058;1;9435;3;1;0;124
503;191;190;257;7654;8064;1;9439;3;1;0;63
504;191;190;257;7659;8066;1;9443;3;1;0;63
