data_id;temp_1;temp_2;temp_3;pres_1;pres_2;motor_pos;system_status;sensor_time;reserved
82;0;0;0;38;120;-13;3;2630953;0
83;0;0;0;41;119;-13;3;2630954;0
84;0;0;0;36;100;-13;3;2630955;0
85;0;0;0;41;103;-13;3;2630956;0
86;0;0;0;42;113;-13;3;2630957;0
87;0;0;0;52;100;-13;3;2630958;0
88;0;0;0;57;117;-13;3;2630959;0
89;0;0;0;42;115;-13;3;2630960;0
90;0;0;0;35;119;-13;3;2630961;0
91;0;0;0;35;122;-13;3;2630962;0
92;0;0;0;42;131;-13;3;2630963;0
93;0;0;0;32;119;-13;3;2630964;0
94;0;0;0;43;119;-13;3;2630965;0
95;0;0;0;31;102;-13;3;2630966;0
96;0;0;0;47;112;-13;3;2630967;0
97;0;0;0;54;112;-13;3;2630968;0
98;0;0;0;57;98;-13;3;2630969;0
99;0;0;0;42;117;-13;3;2630970;0
100;0;0;0;47;104;-13;3;2630971;0
101;0;0;0;45;107;-13;3;2630972;0
102;0;0;0;43;106;-13;3;2630973;0
103;0;0;0;47;102;-13;3;2630974;0
104;0;0;0;43;114;-13;3;2630975;0
105;0;0;0;51;99;-13;3;2630976;0
106;0;0;0;35;115;-13;3;2630977;0
107;0;0;0;41;105;-13;3;2630978;0
108;0;0;0;33;101;-13;3;2630979;0
109;0;0;0;36;111;-13;3;2630980;0
110;0;0;0;34;123;-13;3;2630981;0
111;0;0;0;25;110;-13;3;2630982;0
112;0;0;0;46;84;-13;3;2630983;0
113;0;0;0;48;109;-13;3;2630984;0
114;0;0;0;43;108;-13;3;2630985;0
115;0;0;0;50;95;-13;3;2630986;0
116;0;0;0;44;97;-13;3;2630987;0
117;0;0;0;36;97;-13;3;2630988;0
118;0;0;0;42;109;-13;3;2630989;0
119;0;0;0;56;109;-13;3;2630990;0
120;0;0;0;48;117;-13;3;2630991;0
121;0;0;0;42;101;-13;3;2630992;0
122;0;0;0;31;124;-13;3;2630993;0
123;0;0;0;44;118;-13;3;2630994;0
124;0;0;0;47;81;-13;3;2630995;0
125;0;0;0;38;99;-13;3;2630996;0
126;0;0;0;41;97;-13;3;2630997;0
127;0;0;0;46;104;-13;3;2630998;0
128;0;0;0;44;120;-13;3;2630999;0
129;0;0;0;37;108;-13;3;2631034;0
130;0;0;0;40;102;-13;3;2631035;0
131;0;0;0;39;106;-13;3;2631036;0
132;0;0;0;47;115;-13;3;2631037;0
133;0;0;0;40;97;-13;3;2631038;0
134;0;0;0;32;103;-13;3;2631039;0
135;0;0;0;28;114;-13;3;2631040;0
136;0;0;0;42;103;-13;3;2631041;0
137;0;0;0;55;117;-13;3;2631042;0
138;0;0;0;40;97;-13;3;2631043;0
139;0;0;0;41;115;-13;3;2631044;0
140;0;0;0;39;108;-13;3;2631045;0
141;0;0;0;30;109;-13;3;2631046;0
142;0;0;0;35;102;-13;3;2631047;0
143;0;0;0;52;127;-13;3;2631048;0
144;0;0;0;42;117;-13;3;2631049;0
145;0;0;0;47;116;-13;3;2631050;0
146;0;0;0;35;103;-13;3;2631051;0
147;0;0;0;44;109;-13;3;2631052;0
148;0;0;0;43;108;-13;3;2631053;0
149;0;0;0;42;108;-13;3;2631054;0
150;0;0;0;38;104;-13;3;2631055;0
151;0;0;0;34;115;-13;3;2631056;0
152;0;0;0;36;107;-13;3;2631057;0
153;0;0;0;47;100;-13;3;2631058;0
154;0;0;0;47;102;-13;3;2631059;0
155;0;0;0;62;90;-13;3;2631060;0
156;0;0;0;35;98;-13;3;2631061;0
157;0;0;0;40;106;-13;3;2631062;0
158;0;0;0;54;109;-13;3;2631063;0
159;0;0;0;39;116;-13;3;2631064;0
160;0;0;0;53;105;-13;3;2631065;0
161;0;0;0;43;111;-13;3;2631066;0
162;0;0;0;40;106;-13;3;2631067;0
163;0;0;0;39;108;-13;3;2631068;0
164;0;0;0;45;103;-13;3;2631069;0
165;0;0;0;38;113;-13;3;2631070;0
166;0;0;0;42;114;-13;3;2631071;0
167;0;0;0;47;114;-13;3;2631072;0
168;0;0;0;42;113;-13;3;2631073;0
169;0;0;0;49;89;-13;3;2631074;0
170;0;0;0;47;100;-13;3;2631075;0
171;0;0;0;52;114;-13;3;2631076;0
172;0;0;0;47;103;-13;3;2631077;0
173;0;0;0;47;112;-13;3;2631078;0
174;0;0;0;40;103;-13;3;2631079;0
175;0;0;0;38;120;-13;3;2631080;0
176;0;0;0;37;118;-13;3;2631081;0
177;0;0;0;27;103;-13;3;2631082;0
178;0;0;0;35;126;-13;3;2631083;0
179;0;0;0;41;107;-13;3;2631084;0
180;0;0;0;34;127;-13;3;2631085;0
181;0;0;0;44;119;-13;3;2631086;0
182;0;0;0;38;106;-13;3;2631087;0
183;0;0;0;27;105;-13;3;2631088;0
184;0;0;0;31;101;-13;3;2631089;0
185;0;0;0;36;101;-13;3;2631090;0
186;0;0;0;33;117;-13;3;2631091;0
187;0;0;0;42;108;-13;3;2631092;0
188;0;0;0;53;103;-13;3;2631093;0
189;0;0;0;32;111;-13;3;2631094;0
190;0;0;0;32;104;-13;3;2631095;0
191;0;0;0;41;100;-13;3;2631096;0
192;0;0;0;33;109;-13;3;2631097;0
193;0;0;0;26;108;-13;3;2631098;0
194;0;0;0;37;105;-13;3;2631099;0
195;0;0;0;37;112;-13;3;2631100;0
196;0;0;0;34;106;-13;3;2631101;0
197;0;0;0;44;105;-13;3;2631102;0
198;0;0;0;45;99;-13;3;2631103;0
199;0;0;0;34;98;-13;3;2631104;0
200;0;0;0;34;106;-13;3;2631105;0
201;0;0;0;46;130;-13;3;2631106;0
202;0;0;0;40;117;-13;3;2631107;0
203;0;0;0;25;110;-13;3;2631108;0
204;0;0;0;30;109;-13;3;2631109;0
205;0;0;0;58;102;-13;3;2631110;0
206;0;0;0;34;104;-13;3;2631111;0
207;0;0;0;50;135;-13;3;2631112;0
208;0;0;0;29;118;-13;3;2631113;0
209;0;0;0;35;101;-13;3;2631114;0
210;0;0;0;40;111;-13;3;2631115;0
211;0;0;0;40;111;-13;3;2631116;0
212;0;0;0;58;107;-13;3;2631117;0
213;0;0;0;35;109;-13;3;2631118;0
214;0;0;0;41;101;-13;3;2631119;0
215;0;0;0;34;99;-13;3;2631120;0
216;0;0;0;40;110;-13;3;2631121;0
217;0;0;0;39;112;-13;3;2631122;0
218;0;0;0;48;108;-13;3;2631123;0
219;0;0;0;50;107;-13;3;2631124;0
220;0;0;0;54;102;-13;3;2631125;0
221;0;0;0;54;124;-13;3;2631126;0
222;0;0;0;45;96;-13;3;2631127;0
223;0;0;0;38;96;-13;3;2631128;0
224;0;0;0;50;98;-13;3;2631129;0
225;0;0;0;39;101;-13;3;2631130;0
226;0;0;0;39;127;-13;3;2631131;0
227;0;0;0;27;122;-13;3;2631132;0
228;0;0;0;31;101;-13;3;2631133;0
229;0;0;0;41;117;-13;3;2631134;0
230;0;0;0;38;101;-13;3;2631135;0
231;0;0;0;31;122;-13;3;2631136;0
232;0;0;0;39;102;-13;3;2631137;0
233;0;0;0;29;115;-13;3;2631138;0
234;0;0;0;35;109;-13;3;2631139;0
235;0;0;0;50;111;-13;3;2631140;0
236;0;0;0;41;112;-13;3;2631141;0
237;0;0;0;40;102;-13;3;2631142;0
238;0;0;0;45;96;-13;3;2631143;0
239;0;0;0;36;101;-13;3;2631144;0
240;0;0;0;35;111;-13;3;2631145;0
241;0;0;0;38;98;-13;3;2631146;0
242;0;0;0;37;116;-13;3;2631147;0
243;0;0;0;26;106;-13;3;2631148;0
244;0;0;0;32;97;-13;3;2631149;0
245;0;0;0;34;98;-13;3;2631150;0
246;0;0;0;44;112;-13;3;2631151;0
247;0;0;0;34;102;-13;3;2631152;0
248;0;0;0;47;97;-13;3;2631153;0
249;0;0;0;29;103;-13;3;2631154;0
250;0;0;0;40;127;-13;3;2631155;0
251;0;0;0;59;104;-13;3;2631156;0
252;0;0;0;35;114;-13;3;2631157;0
253;0;0;0;41;111;-13;3;2631158;0
254;0;0;0;48;118;-13;3;2631159;0
255;0;0;0;47;105;-13;3;2631160;0
256;0;0;0;41;106;-13;3;2631161;0
257;0;0;0;45;114;-13;3;2631197;0
258;0;0;0;38;110;-13;3;2631198;0
259;0;0;0;30;95;-13;3;2631199;0
260;0;0;0;57;115;-13;3;2631200;0
261;0;0;0;44;98;-13;3;2631201;0
262;0;0;0;36;101;-13;3;2631202;0
263;0;0;0;41;108;-13;3;2631203;0
264;0;0;0;36;96;-13;3;2631204;0
265;0;0;0;49;109;-13;3;2631205;0
266;0;0;0;40;120;-13;3;2631206;0
267;0;0;0;41;112;-13;3;2631207;0
268;0;0;0;44;114;-13;3;2631208;0
269;0;0;0;45;122;-13;3;2631209;0
270;0;0;0;43;131;-13;3;2631210;0
271;0;0;0;39;98;-13;3;2631211;0
272;0;0;0;45;116;-13;3;2631212;0
273;0;0;0;34;127;-13;3;2631213;0
274;0;0;0;26;99;-13;3;2631214;0
275;0;0;0;34;125;-13;3;2631215;0
276;0;0;0;50;116;-13;3;2631216;0
277;0;0;0;48;124;-13;3;2631217;0
278;0;0;0;30;103;-13;3;2631218;0
279;0;0;0;42;97;-13;3;2631219;0
280;0;0;0;36;117;-13;3;2631220;0
281;0;0;0;48;90;-13;3;2631221;0
282;0;0;0;33;118;-13;3;2631222;0
283;0;0;0;47;106;-13;3;2631223;0
284;0;0;0;49;97;-13;3;2631224;0
285;0;0;0;35;108;-13;3;2631225;0
286;0;0;0;38;107;-13;3;2631226;0
287;0;0;0;34;98;-13;3;2631227;0
288;0;0;0;25;109;-13;3;2631228;0
289;0;0;0;29;102;-13;3;2631229;0
290;0;0;0;53;101;-13;3;2631230;0
291;0;0;0;47;101;-13;3;2631231;0
292;0;0;0;34;135;-13;3;2631232;0
293;0;0;0;36;90;-13;3;2631233;0
294;0;0;0;34;97;-13;3;2631234;0
295;0;0;0;34;101;-13;3;2631235;0
296;0;0;0;35;102;-13;3;2631236;0
297;0;0;0;42;102;-13;3;2631237;0
298;0;0;0;29;108;-13;3;2631238;0
299;0;0;0;30;107;-13;3;2631239;0
300;0;0;0;39;107;-13;3;2631240;0
301;0;0;0;40;114;-13;3;2631241;0
302;0;0;0;36;97;-13;3;2631242;0
303;0;0;0;39;101;-13;3;2631243;0
304;0;0;0;57;102;-13;3;2631244;0
305;0;0;0;58;104;-13;3;2631245;0
306;0;0;0;34;110;-13;3;2631246;0
307;0;0;0;43;120;-13;3;2631247;0
308;0;0;0;39;109;-13;3;2631248;0
309;0;0;0;41;110;-13;3;2631249;0
310;0;0;0;44;92;-13;3;2631250;0
311;0;0;0;51;99;-13;3;2631251;0
312;0;0;0;39;109;-13;3;2631252;0
313;0;0;0;36;101;-13;3;2631253;0
314;0;0;0;39;105;-13;3;2631254;0
315;0;0;0;48;113;-13;3;2631255;0
316;0;0;0;33;109;-13;3;2631256;0
317;0;0;0;39;95;-13;3;2631257;0
318;0;0;0;31;116;-13;3;2631258;0
319;0;0;0;38;110;-13;3;2631259;0
320;0;0;0;47;110;-13;3;2631260;0
321;0;0;0;63;115;-13;3;2631261;0
322;0;0;0;47;115;-13;3;2631262;0
323;0;0;0;29;112;-13;3;2631263;0
324;0;0;0;45;100;-13;3;2631264;0
325;0;0;0;31;102;-13;3;2631265;0
326;0;0;0;37;112;-13;3;2631266;0
327;0;0;0;39;106;-13;3;2631267;0
328;0;0;0;41;107;-13;3;2631268;0
329;0;0;0;35;106;-13;3;2631269;0
330;0;0;0;48;98;-13;3;2631270;0
331;0;0;0;45;88;-13;3;2631271;0
332;0;0;0;47;99;-13;3;2631272;0
333;0;0;0;47;111;-13;3;2631273;0
334;0;0;0;35;122;-13;3;2631274;0
335;0;0;0;28;113;-13;3;2631275;0
336;0;0;0;42;101;-13;3;2631276;0
337;0;0;0;43;109;-13;3;2631277;0
338;0;0;0;28;100;-13;3;2631278;0
339;0;0;0;36;97;-13;3;2631279;0
340;0;0;0;36;97;-13;3;2631280;0
341;0;0;0;34;106;-13;3;2631281;0
342;0;0;0;49;104;-13;3;2631282;0
343;0;0;0;52;101;-13;3;2631283;0
344;0;0;0;35;115;-13;3;2631284;0
345;0;0;0;40;105;-13;3;2631285;0
346;0;0;0;40;115;-13;3;2631286;0
347;0;0;0;49;97;-13;3;2631287;0
348;0;0;0;50;108;-13;3;2631288;0
349;0;0;0;35;99;-13;3;2631289;0
350;0;0;0;50;109;-13;3;2631290;0
351;0;0;0;35;107;-13;3;2631291;0
352;0;0;0;35;117;-13;3;2631292;0
353;0;0;0;30;100;-13;3;2631293;0
354;0;0;0;54;107;-13;3;2631294;0
355;0;0;0;46;108;-13;3;2631295;0
356;0;0;0;45;102;-13;3;2631296;0
357;0;0;0;40;121;-13;3;2631297;0
358;0;0;0;50;93;-13;3;2631298;0
359;0;0;0;45;96;-13;3;2631299;0
360;0;0;0;35;112;-13;3;2631300;0
361;0;0;0;47;95;-13;3;2631301;0
362;0;0;0;40;113;-13;3;2631302;0
363;0;0;0;41;117;-13;3;2631303;0
364;0;0;0;40;95;-13;3;2631304;0
365;0;0;0;50;109;-13;3;2631305;0
366;0;0;0;46;99;-13;3;2631306;0
367;0;0;0;45;114;-13;3;2631307;0
368;0;0;0;42;107;-13;3;2631308;0
369;0;0;0;35;113;-13;3;2631309;0
370;0;0;0;37;116;-13;3;2631310;0
371;0;0;0;45;108;-13;3;2631311;0
372;0;0;0;40;120;-13;3;2631312;0
373;0;0;0;45;116;-13;3;2631313;0
374;0;0;0;44;100;-13;3;2631314;0
375;0;0;0;41;99;-13;3;2631315;0
376;0;0;0;44;100;-13;3;2631316;0
377;0;0;0;33;135;-13;3;2631317;0
378;0;0;0;53;131;-13;3;2631318;0
379;0;0;0;29;109;-13;3;2631319;0
380;0;0;0;30;117;-13;3;2631320;0
381;0;0;0;34;108;-13;3;2631321;0
382;0;0;0;35;101;-13;3;2631322;0
383;0;0;0;42;101;-13;3;2631323;0
384;0;0;0;39;103;-13;3;2631324;0
385;0;0;0;32;123;-13;3;2631364;0
386;0;0;0;45;110;-13;3;2631365;0
387;0;0;0;33;125;-13;3;2631366;0
388;0;0;0;42;108;-13;3;2631367;0
389;0;0;0;44;115;-13;3;2631368;0
390;0;0;0;41;121;-13;3;2631369;0
391;0;0;0;40;109;-13;3;2631370;0
392;0;0;0;32;107;-13;3;2631371;0
393;0;0;0;43;103;-13;3;2631372;0
394;0;0;0;46;108;-13;3;2631373;0
395;0;0;0;39;114;-13;3;2631374;0
396;0;0;0;34;99;-13;3;2631375;0
397;0;0;0;41;119;-13;3;2631376;0
398;0;0;0;39;111;-13;3;2631377;0
399;0;0;0;35;105;-13;3;2631378;0
400;0;0;0;36;106;-13;3;2631379;0
401;0;0;0;55;105;-13;3;2631380;0
402;0;0;0;35;102;-13;3;2631381;0
403;0;0;0;38;102;-13;3;2631382;0
404;0;0;0;35;122;-13;3;2631383;0
405;0;0;0;36;107;-13;3;2631384;0
406;0;0;0;27;114;-13;3;2631385;0
407;0;0;0;37;103;-13;3;2631386;0
408;0;0;0;34;106;-13;3;2631387;0
409;0;0;0;42;110;-13;3;2631388;0
410;0;0;0;35;102;-13;3;2631389;0
411;0;0;0;44;115;-13;3;2631390;0
412;0;0;0;29;101;-13;3;2631391;0
413;0;0;0;53;102;-13;3;2631392;0
414;0;0;0;47;103;-13;3;2631393;0
415;0;0;0;38;134;-13;3;2631394;0
416;0;0;0;45;117;-13;3;2631395;0
417;0;0;0;27;108;-13;3;2631396;0
418;0;0;0;41;104;-13;3;2631397;0
419;0;0;0;45;119;-13;3;2631398;0
420;0;0;0;41;103;-13;3;2631399;0
421;0;0;0;50;118;-13;3;2631400;0
422;0;0;0;41;95;-13;3;2631401;0
423;0;0;0;44;103;-13;3;2631402;0
424;0;0;0;41;110;-13;3;2631403;0
425;0;0;0;36;102;-13;3;2631404;0
426;0;0;0;33;105;-13;3;2631405;0
427;0;0;0;28;95;-13;3;2631406;0
428;0;0;0;40;103;-13;3;2631407;0
429;0;0;0;38;103;-13;3;2631408;0
430;0;0;0;50;120;-13;3;2631409;0
431;0;0;0;37;115;-13;3;2631410;0
432;0;0;0;40;90;-13;3;2631411;0
433;0;0;0;48;108;-13;3;2631412;0
434;0;0;0;44;102;-13;3;2631413;0
435;0;0;0;41;118;-13;3;2631414;0
436;0;0;0;43;107;-13;3;2631415;0
437;0;0;0;33;107;-13;3;2631416;0
438;0;0;0;27;100;-13;3;2631417;0
439;0;0;0;53;117;-13;3;2631418;0
440;0;0;0;41;110;-13;3;2631419;0
441;0;0;0;51;100;-13;3;2631420;0
442;0;0;0;49;106;-13;3;2631421;0
443;0;0;0;47;103;-13;3;2631422;0
444;0;0;0;33;110;-13;3;2631423;0
445;0;0;0;43;105;-13;3;2631424;0
446;0;0;0;47;92;-13;3;2631425;0
447;0;0;0;38;108;-13;3;2631426;0
448;0;0;0;41;110;-13;3;2631427;0
449;0;0;0;43;121;-13;3;2631428;0
450;0;0;0;45;118;-13;3;2631429;0
451;0;0;0;50;101;-13;3;2631430;0
452;0;0;0;41;103;-13;3;2631431;0
453;0;0;0;33;108;-13;3;2631432;0
454;0;0;0;45;117;-13;3;2631433;0
455;0;0;0;44;126;-13;3;2631434;0
456;0;0;0;37;112;-13;3;2631435;0
457;0;0;0;34;106;-13;3;2631436;0
458;0;0;0;39;102;-13;3;2631437;0
459;0;0;0;36;104;-13;3;2631438;0
460;0;0;0;34;102;-13;3;2631439;0
461;0;0;0;35;112;-13;3;2631440;0
462;0;0;0;40;109;-13;3;2631441;0
463;0;0;0;31;109;-13;3;2631442;0
464;0;0;0;36;102;-13;3;2631443;0
465;0;0;0;34;123;-13;3;2631444;0
466;0;0;0;38;113;-13;3;2631445;0
467;0;0;0;34;96;-13;3;2631446;0
468;0;0;0;34;97;-13;3;2631447;0
469;0;0;0;51;110;-13;3;2631448;0
470;0;0;0;38;96;-13;3;2631449;0
471;0;0;0;43;143;-13;3;2631450;0
472;0;0;0;46;124;-13;3;2631451;0
473;0;0;0;35;109;-13;3;2631452;0
474;0;0;0;39;119;-13;3;2631453;0
475;0;0;0;31;114;-13;3;2631454;0
476;0;0;0;35;103;-13;3;2631455;0
477;0;0;0;32;98;-13;3;2631456;0
478;0;0;0;46;113;-13;3;2631457;0
479;0;0;0;45;119;-13;3;2631458;0
480;0;0;0;44;114;-13;3;2631459;0
481;0;0;0;40;114;-13;3;2631460;0
482;0;0;0;42;124;-13;3;2631461;0
483;0;0;0;48;102;-13;3;2631462;0
484;0;0;0;54;104;-13;3;2631463;0
485;0;0;0;41;111;-13;3;2631464;0
486;0;0;0;49;137;-13;3;2631465;0
487;0;0;0;29;114;-13;3;2631466;0
488;0;0;0;49;103;-13;3;2631467;0
489;0;0;0;47;107;-13;3;2631468;0
490;0;0;0;41;89;-13;3;2631469;0
491;0;0;0;43;121;-13;3;2631470;0
492;0;0;0;42;97;-13;3;2631471;0
493;0;0;0;45;114;-13;3;2631472;0
494;0;0;0;29;112;-13;3;2631473;0
495;0;0;0;32;108;-13;3;2631474;0
496;0;0;0;42;116;-13;3;2631475;0
497;0;0;0;32;114;-13;3;2631476;0
498;0;0;0;41;118;-13;3;2631477;0
499;0;0;0;35;105;-13;3;2631478;0
500;0;0;0;48;96;-13;3;2631479;0
501;0;0;0;33;101;-13;3;2631480;0
502;0;0;0;38;103;-13;3;2631481;0
503;0;0;0;29;132;-13;3;2631482;0
504;0;0;0;37;112;-13;3;2631483;0
505;0;0;0;45;122;-13;3;2631484;0
506;0;0;0;40;98;-13;3;2631485;0
507;0;0;0;42;109;-13;3;2631486;0
508;0;0;0;39;117;-13;3;2631487;0
509;0;0;0;41;103;-13;3;2631488;0
510;0;0;0;42;106;-13;3;2631489;0
511;0;0;0;39;107;-13;3;2631490;0
512;0;0;0;40;109;-13;3;2631491;0
513;0;0;0;47;114;-13;3;2631531;0
514;0;0;0;38;113;-13;3;2631532;0
515;0;0;0;30;121;-13;3;2631533;0
516;0;0;0;43;104;-13;3;2631534;0
517;0;0;0;47;104;-13;3;2631535;0
518;0;0;0;36;118;-13;3;2631536;0
519;0;0;0;33;124;-13;3;2631537;0
520;0;0;0;45;96;-13;3;2631538;0
521;0;0;0;54;110;-13;3;2631539;0
522;0;0;0;41;115;-13;3;2631540;0
523;0;0;0;32;96;-13;3;2631541;0
524;0;0;0;32;112;-13;3;2631542;0
525;0;0;0;47;96;-13;3;2631543;0
526;0;0;0;32;117;-13;3;2631544;0
527;0;0;0;38;95;-13;3;2631545;0
528;0;0;0;30;109;-13;3;2631546;0
529;0;0;0;50;100;-13;3;2631547;0
530;0;0;0;33;97;-13;3;2631548;0
531;0;0;0;40;107;-13;3;2631549;0
532;0;0;0;43;99;-13;3;2631550;0
533;0;0;0;30;111;-13;3;2631551;0
534;0;0;0;37;111;-13;3;2631552;0
535;0;0;0;34;100;-13;3;2631553;0
536;0;0;0;33;116;-13;3;2631554;0
537;0;0;0;42;107;-13;3;2631555;0
538;0;0;0;30;123;-13;3;2631556;0
539;0;0;0;49;102;-13;3;2631557;0
540;0;0;0;34;117;-13;3;2631558;0
541;0;0;0;41;101;-13;3;2631559;0
542;0;0;0;48;108;-13;3;2631560;0
543;0;0;0;43;121;-13;3;2631561;0
544;0;0;0;47;102;-13;3;2631562;0
545;0;0;0;43;109;-13;3;2631563;0
546;0;0;0;34;97;-13;3;2631564;0
547;0;0;0;33;101;-13;3;2631565;0
548;0;0;0;38;102;-13;3;2631566;0
549;0;0;0;42;110;-13;3;2631567;0
550;0;0;0;43;122;-13;3;2631568;0
551;0;0;0;30;107;-13;3;2631569;0
552;0;0;0;37;120;-13;3;2631570;0
553;0;0;0;41;97;-13;3;2631571;0
554;0;0;0;49;90;-13;3;2631572;0
555;0;0;0;38;98;-13;3;2631573;0
556;0;0;0;55;101;-13;3;2631574;0
557;0;0;0;55;122;-13;3;2631575;0
558;0;0;0;42;112;-13;3;2631576;0
559;0;0;0;34;123;-13;3;2631577;0
560;0;0;0;47;92;-13;3;2631578;0
561;0;0;0;36;100;-13;3;2631579;0
562;0;0;0;47;142;-13;3;2631580;0
563;0;0;0;44;101;-13;3;2631581;0
564;0;0;0;48;108;-13;3;2631582;0
565;0;0;0;39;109;-13;3;2631583;0
566;0;0;0;40;103;-13;3;2631584;0
567;0;0;0;40;86;-13;3;2631585;0
568;0;0;0;51;102;-13;3;2631586;0
569;0;0;0;40;103;-13;3;2631587;0
570;0;0;0;35;111;-13;3;2631588;0
571;0;0;0;34;102;-13;3;2631589;0
572;0;0;0;34;91;-13;3;2631590;0
573;0;0;0;44;95;-13;3;2631591;0
574;0;0;0;38;109;-13;3;2631592;0
575;0;0;0;23;115;-13;3;2631593;0
576;0;0;0;38;109;-13;3;2631594;0
577;0;0;0;39;100;-13;3;2631595;0
578;0;0;0;40;120;-13;3;2631596;0
579;0;0;0;44;113;-13;3;2631597;0
580;0;0;0;40;106;-13;3;2631598;0
581;0;0;0;45;103;-13;3;2631599;0
582;0;0;0;56;102;-13;3;2631600;0
583;0;0;0;34;114;-13;3;2631601;0
584;0;0;0;32;117;-13;3;2631602;0
585;0;0;0;52;99;-13;3;2631603;0
586;0;0;0;42;97;-13;3;2631604;0
587;0;0;0;39;103;-13;3;2631605;0
588;0;0;0;27;116;-13;3;2631606;0
589;0;0;0;35;103;-13;3;2631607;0
590;0;0;0;31;103;-13;3;2631608;0
591;0;0;0;39;112;-13;3;2631609;0
592;0;0;0;41;99;-13;3;2631610;0
593;0;0;0;48;118;-13;3;2631611;0
594;0;0;0;40;107;-13;3;2631612;0
595;0;0;0;42;101;-13;3;2631613;0
596;0;0;0;41;109;-13;3;2631614;0
597;0;0;0;53;115;-13;3;2631615;0
598;0;0;0;36;119;-13;3;2631616;0
599;0;0;0;39;111;-13;3;2631617;0
600;0;0;0;45;108;-13;3;2631618;0
601;0;0;0;41;120;-13;3;2631619;0
602;0;0;0;32;108;-13;3;2631620;0
603;0;0;0;21;113;-13;3;2631621;0
