data_id;temp_1;temp_2;temp_3;pres_1;pres_2;motor_pos;sensor_time;system state;counter_active;padding;counter
0;0;0;0;10;26;0;29305;3;1;0;2000
1;0;0;0;14;12;0;29357;3;1;0;1950
2;0;0;0;12;-1;0;29360;3;1;0;1950
3;0;0;0;-5;16;0;29363;3;1;0;1950
4;0;0;0;3;-7;0;29366;3;1;0;1900
5;0;0;0;-6;-15;0;29370;3;1;0;1900
6;0;0;0;-3;-9;0;29373;3;1;0;1900
7;0;0;0;-3;19;0;29376;3;1;0;1900
8;0;0;0;7;3;0;29379;3;1;0;1900
9;0;0;0;12;12;0;29382;3;1;0;1900
10;0;0;0;3;5;0;29386;3;1;0;1900
11;0;0;0;-6;3;0;29389;3;1;0;1900
12;0;0;0;-6;8;0;29392;3;1;0;1900
13;0;0;0;1;8;0;29395;3;1;0;1900
14;0;0;0;5;10;0;29398;3;1;0;1900
15;0;0;0;-5;4;0;29402;3;1;0;1900
16;0;0;0;10;-13;0;29405;3;1;0;1900
17;0;0;0;13;4;0;29408;3;1;0;1900
18;0;0;0;2;1;0;29411;3;1;0;1900
19;0;0;0;0;-7;0;29414;3;1;0;1900
20;0;0;0;8;3;0;29418;3;1;0;1850
21;0;0;0;0;2;0;29421;3;1;0;1850
22;0;0;0;-9;19;0;29424;3;1;0;1850
23;0;0;0;-1;-1;0;29427;3;1;0;1850
24;0;0;0;13;13;0;29430;3;1;0;1850
25;0;0;0;-4;-7;0;29434;3;1;0;1850
26;0;0;0;10;-6;0;29437;3;1;0;1850
27;0;0;0;3;0;0;29440;3;1;0;1850
28;0;0;0;-5;-11;0;29443;3;1;0;1850
29;0;0;0;8;9;0;29446;3;1;0;1850
30;0;0;0;11;16;0;29450;3;1;0;1850
31;0;0;0;14;5;0;29453;3;1;0;1850
32;0;0;0;16;-4;0;29456;3;1;0;1850
33;0;0;0;-4;-2;0;29459;3;1;0;1850
34;0;0;0;8;12;0;29462;3;1;0;1850
35;0;0;0;-1;-5;0;29466;3;1;0;1800
36;0;0;0;2;6;0;29469;3;1;0;1800
37;0;0;0;6;-4;0;29472;3;1;0;1800
38;0;0;0;7;-3;0;29475;3;1;0;1800
39;0;0;0;3;-7;0;29478;3;1;0;1800
40;0;0;0;9;-6;0;29482;3;1;0;1800
41;0;0;0;6;-8;0;29485;3;1;0;1800
42;0;0;0;-5;18;0;29488;3;1;0;1800
43;0;0;0;-6;-21;0;29491;3;1;0;1800
44;0;0;0;9;12;0;29494;3;1;0;1800
45;0;0;0;1;-9;0;29498;3;1;0;1800
46;0;0;0;1;-7;0;29501;3;1;0;1800
47;0;0;0;7;4;0;29504;3;1;0;1800
48;0;0;0;2;-9;0;29507;3;1;0;1800
49;0;0;0;2;0;0;29510;3;1;0;1800
50;0;0;0;4;0;0;29514;3;1;0;1800
51;0;0;0;-3;-19;0;29517;3;1;0;1750
52;0;0;0;7;18;0;29521;3;1;0;1750
53;0;0;0;-4;7;0;29524;3;1;0;1750
54;0;0;0;-2;3;0;29527;3;1;0;1750
55;0;0;0;-3;4;0;29530;3;1;0;1750
56;0;0;0;1;-11;0;29533;3;1;0;1750
57;0;0;0;-3;-3;0;29536;3;1;0;1750
58;0;0;0;10;-2;0;29539;3;1;0;1750
59;0;0;0;6;6;0;29542;3;1;0;1750
60;0;0;0;0;24;0;29546;3;1;0;1750
61;0;0;0;-5;6;0;29549;3;1;0;1750
62;0;0;0;11;0;0;29552;3;1;0;1750
